text,Emotion
im feeling emotionally vulnerable right now and just want to throw up in peace so i can go back up and party hard,sadness
i found myself feeling so angry,anger
i was feeling paranoid as fuck thinking people would be out looking for me,anger
im being particular but id feel uncomfortable even asserting ive ever been in love,disgust
i could feel what was going to happen at the very end but it still startled me,surprise
i feel oddly peaceful,joy
i feel a little more confident about doing it at school now,joy
i feel uncomfortable depending on my partner to meet my needs,disgust
i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,anger
i feel like im almost uh afraid of everything so to speak,fear
i am regularly in a rush and feel irritated and i dont take the time to communicate my needs or my feelings,anger
i can however tell you that it will hurt you will be humiliated and you will feel wonderful afterwards,sadness
i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,sadness
i feel so insecure when we figt,fear
i really love the feeling of being scared,joy
i wouldnt feel uncomfortable wearing it at work,disgust
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,disgust
i feel like i can trust them though seeing how they can understand how other women can be bitchy and neither of us want to deal with that shit,anger
